Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Document Type,Source
"Wang Y., Bell D.A.","Competition between H2O and CO2 during the gasification of Powder River Basin coal",2017,"Fuel","187",,,"94","102",,,10.1016/j.fuel.2016.08.109,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988391723&partnerID=40&md5=7ac5159af20ebcd6c781737a5543c543","Department of Chemical Engineering, University of Wyoming, Laramie, WY, United States","Wang, Y., Department of Chemical Engineering, University of Wyoming, Laramie, WY, United States; Bell, D.A., Department of Chemical Engineering, University of Wyoming, Laramie, WY, United States","Bell, D.A.1000 E. University Ave.Dept. 3295, United States; email: davebell@uwyo.edu",Article,Scopus
"Attenborough A.S., Sinclair P.J., Sharp T., Greene A., Stuelcken M., Smith R.M., Hiller C.E.","The identification of risk factors for ankle sprains sustained during netball participation",2017,"Physical Therapy in Sport","23",,,"31","36",,,10.1016/j.ptsp.2016.06.009,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988659967&partnerID=40&md5=1f7166030e04d9bb1ca2af945bc8a241","The University of Sydney, Exercise and Sport Science Discipline, 75 East St, Lidcombe, NSW, Australia; The University of Sydney, Arthritis and Musculoskeletal Research Group, 75 East St, Lidcombe, NSW, Australia; The University of Sydney, Sydney University Sport & Fitness, Lower Ground, Darlington Rd & Codrington Street, Darlington, NSW, Australia; The University of Roehampton, Department of Life Sciences, SW15 5PU, London, United Kingdom; University of the Sunshine Coast, School of Health and Sport Sciences, 90 Sippy Downs Dr, Sippy Downs, QLD, Australia","Attenborough, A.S., The University of Sydney, Exercise and Sport Science Discipline, 75 East St, Lidcombe, NSW, Australia; Sinclair, P.J., The University of Sydney, Exercise and Sport Science Discipline, 75 East St, Lidcombe, NSW, Australia; Sharp, T., The University of Sydney, Sydney University Sport & Fitness, Lower Ground, Darlington Rd & Codrington Street, Darlington, NSW, Australia; Greene, A., The University of Sydney, Exercise and Sport Science Discipline, 75 East St, Lidcombe, NSW, Australia, The University of Roehampton, Department of Life Sciences, SW15 5PU, London, United Kingdom; Stuelcken, M., The University of Sydney, Exercise and Sport Science Discipline, 75 East St, Lidcombe, NSW, Australia, University of the Sunshine Coast, School of Health and Sport Sciences, 90 Sippy Downs Dr, Sippy Downs, QLD, Australia; Smith, R.M., The University of Sydney, Exercise and Sport Science Discipline, 75 East St, Lidcombe, NSW, Australia; Hiller, C.E., The University of Sydney, Arthritis and Musculoskeletal Research Group, 75 East St, Lidcombe, NSW, Australia","Attenborough, A.S.; The University of Sydney, Exercise and Sport Science Discipline, 75 East St, Australia; email: aatt4376@uni.sydney.edu.au",Article,Scopus
"Yardimci F., Bektaş M., Özkütük N., Muslu G.K., Gerçeker G.Ö., Başbakkal Z.","A study of the relationship between the study process, motivation resources, and motivation problems of nursing students in different educational systems",2017,"Nurse Education Today","48",,,"13","18",,,10.1016/j.nedt.2016.09.017,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988962383&partnerID=40&md5=fbacc3c2344b97287b2b18620b00bb3b","Ege University Faculty of Nursing, Pediatric Nursing Department, Bornova, Izmir, Turkey; Dokuz Eylül University Faculty of Nursing, Pediatric Nursing Department, Izmir, Turkey; Ege University Faculty of Nursing, Bornova, Izmir, Turkey; Muğla Sıtkı Koçman University, Fethiye Health School, Pediatric Nursing Department, Fethiye, Muğla, Turkey","Yardimci, F., Ege University Faculty of Nursing, Pediatric Nursing Department, Bornova, Izmir, Turkey; Bektaş, M., Dokuz Eylül University Faculty of Nursing, Pediatric Nursing Department, Izmir, Turkey; Özkütük, N., Ege University Faculty of Nursing, Bornova, Izmir, Turkey; Muslu, G.K., Muğla Sıtkı Koçman University, Fethiye Health School, Pediatric Nursing Department, Fethiye, Muğla, Turkey; Gerçeker, G.Ö., Dokuz Eylül University Faculty of Nursing, Pediatric Nursing Department, Izmir, Turkey; Başbakkal, Z., Ege University Faculty of Nursing, Pediatric Nursing Department, Bornova, Izmir, Turkey","Gerçeker, G.Ö.; Dokuz Eylül University Faculty of Nursing, Pediatric Nursing DepartmentTurkey; email: gulcinozalp@gmail.com",Article,Scopus
"Richards D.R., Passy P., Oh R.R.Y.","Impacts of population density and wealth on the quantity and structure of urban green space in tropical Southeast Asia",2017,"Landscape and Urban Planning","157",,,"553","560",,,10.1016/j.landurbplan.2016.09.005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988807096&partnerID=40&md5=0587e2089368d78d114db40441fb176a","Department of Animal and Plant Sciences, The University of Sheffield, Sheffield, United Kingdom; ETH Zurich, Future Cities Laboratory, Singapore-ETH Centre, Singapore; Department of Geography, National University of Singapore, Singapore; Centre for Urban Greenery and Ecology, National Parks Board, Singapore","Richards, D.R., Department of Animal and Plant Sciences, The University of Sheffield, Sheffield, United Kingdom, ETH Zurich, Future Cities Laboratory, Singapore-ETH Centre, Singapore; Passy, P., Department of Geography, National University of Singapore, Singapore; Oh, R.R.Y., Centre for Urban Greenery and Ecology, National Parks Board, Singapore","Richards, D.R.; Singapore-ETH Centre, Future Cities Laboratory, 1 Create Way, #06-01 CREATE Tower, United Kingdom; email: richards@arch.ethz.ch",Article,Scopus
"Bedkowski M., Smolka J., Bulinski Z., Ryfa A.","Simulation of cooling enhancement in industrial low-voltage switchgear using validated coupled CFD-EMAG model",2017,"International Journal of Thermal Sciences","111",,,"437","449",,,10.1016/j.ijthermalsci.2016.09.025,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989170860&partnerID=40&md5=e00fd03694ee15b5ee4b11b7a7ca223e","Institute of Thermal Technology, Silesian University of Technology, Gliwice, Poland; Symkom, Warsaw, Poland","Bedkowski, M., Institute of Thermal Technology, Silesian University of Technology, Gliwice, Poland, Symkom, Warsaw, Poland; Smolka, J., Institute of Thermal Technology, Silesian University of Technology, Gliwice, Poland; Bulinski, Z., Institute of Thermal Technology, Silesian University of Technology, Gliwice, Poland; Ryfa, A., Institute of Thermal Technology, Silesian University of Technology, Gliwice, Poland","Bedkowski, M.; Institute of Thermal Technology, Silesian University of TechnologyPoland; email: mbedkowski@symkom.pl",Article,Scopus
"Chawla S., Uppal H., Yadav M., Bahadur N., Singh N.","Zinc peroxide nanomaterial as an adsorbent for removal of Congo red dye from waste water",2017,"Ecotoxicology and Environmental Safety","135",,,"68","74",,,10.1016/j.ecoenv.2016.09.017,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989329000&partnerID=40&md5=4b94fc7845c523ccdfff3dd31dfdbce7","CSIR-National Physical Laboratory, Dr. K.S. Krishnan Marg, New Delhi, India; Metrology in chemistry (ALSIM), India; Amity Institute of Nanotechnology, Noida, India; Academy of Scientific and Innovative Research (AcSIR), India","Chawla, S., CSIR-National Physical Laboratory, Dr. K.S. Krishnan Marg, New Delhi, India, Metrology in chemistry (ALSIM), India, Academy of Scientific and Innovative Research (AcSIR), India; Uppal, H., CSIR-National Physical Laboratory, Dr. K.S. Krishnan Marg, New Delhi, India, Metrology in chemistry (ALSIM), India, Academy of Scientific and Innovative Research (AcSIR), India; Yadav, M., Amity Institute of Nanotechnology, Noida, India; Bahadur, N., Amity Institute of Nanotechnology, Noida, India; Singh, N., CSIR-National Physical Laboratory, Dr. K.S. Krishnan Marg, New Delhi, India, Metrology in chemistry (ALSIM), India, Academy of Scientific and Innovative Research (AcSIR), India","Singh, N.; CSIR-National Physical Laboratory, Dr. K.S. Krishnan Marg, India; email: naharsingh@nplindia.org",Article,Scopus
"Fass S., Yousef R., Liginlal D., Vyas P.","Understanding causes of fall and struck-by incidents: What differentiates construction safety in the Arabian Gulf region?",2017,"Applied Ergonomics","58",,,"515","526",,,10.1016/j.apergo.2016.05.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969531748&partnerID=40&md5=9cb405eaa007fb908aaf36988b03b5df","School of Economic, Political and Policy Sciences, University of Texas at Dallas, Dallas, United States; Dietrich College of Humanities and Social Sciences, Carnegie Mellon UniversityPennsylvania, United States","Fass, S., School of Economic, Political and Policy Sciences, University of Texas at Dallas, Dallas, United States; Yousef, R., School of Economic, Political and Policy Sciences, University of Texas at Dallas, Dallas, United States; Liginlal, D., Dietrich College of Humanities and Social Sciences, Carnegie Mellon UniversityPennsylvania, United States; Vyas, P., School of Economic, Political and Policy Sciences, University of Texas at Dallas, Dallas, United States","Liginlal, D.; Dietrich College of Humanities and Social Sciences, Carnegie Mellon UniversityUnited States; email: liginlal@cmu.edu",Article,Scopus
"Sarno D., Hodnett M., Wang L., Zeqiri B.","An objective comparison of commercially-available cavitation meters",2017,"Ultrasonics Sonochemistry","34",,,"354","364",,,10.1016/j.ultsonch.2016.05.024,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974684031&partnerID=40&md5=950c719989dfdbf1afd19c27c94c87fc","Acoustics and Ionising Radiation Division, National Physical Laboratory, Hampton Road, Teddington, Middlesex, United Kingdom","Sarno, D., Acoustics and Ionising Radiation Division, National Physical Laboratory, Hampton Road, Teddington, Middlesex, United Kingdom; Hodnett, M., Acoustics and Ionising Radiation Division, National Physical Laboratory, Hampton Road, Teddington, Middlesex, United Kingdom; Wang, L., Acoustics and Ionising Radiation Division, National Physical Laboratory, Hampton Road, Teddington, Middlesex, United Kingdom; Zeqiri, B., Acoustics and Ionising Radiation Division, National Physical Laboratory, Hampton Road, Teddington, Middlesex, United Kingdom","Sarno, D.; Acoustics and Ionising Radiation Division, National Physical Laboratory, Hampton Road, United Kingdom; email: dan.sarno@npl.co.uk",Article,Scopus
"Daneshvar E., Vazirzadeh A., Niazi A., Sillanpää M., Bhatnagar A.","A comparative study of methylene blue biosorption using different modified brown, red and green macroalgae – Effect of pretreatment",2017,"Chemical Engineering Journal","307",,,"435","446",,,10.1016/j.cej.2016.08.093,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984924289&partnerID=40&md5=6420f15d72fba3e9a01cd92d5c610596","Department of Natural Resources and Environmental Engineering, School of Agriculture, Shiraz University, Shiraz, Iran; Institute of Biotechnology, Shiraz University, Shiraz, Iran; Laboratory of Green Chemistry, Lappeenranta University of Technology, Sammonkattu-12, Mikkeli, Finland; Department of Environmental and Biological Sciences, University of Eastern Finland, P.O. Box 1627, Kuopio, Finland","Daneshvar, E., Department of Natural Resources and Environmental Engineering, School of Agriculture, Shiraz University, Shiraz, Iran, Department of Environmental and Biological Sciences, University of Eastern Finland, P.O. Box 1627, Kuopio, Finland; Vazirzadeh, A., Department of Natural Resources and Environmental Engineering, School of Agriculture, Shiraz University, Shiraz, Iran; Niazi, A., Institute of Biotechnology, Shiraz University, Shiraz, Iran; Sillanpää, M., Laboratory of Green Chemistry, Lappeenranta University of Technology, Sammonkattu-12, Mikkeli, Finland; Bhatnagar, A., Department of Environmental and Biological Sciences, University of Eastern Finland, P.O. Box 1627, Kuopio, Finland","Vazirzadeh, A.; Department of Natural Resources and Environmental Engineering, School of Agriculture, Shiraz UniversityIran; email: vazirzadeh@shirazu.ac.ir",Article,Scopus
"Stephens A.N., Beanland V., Candappa N., Mitsopoulos-Rubens E., Corben B., Lenné M.G.","A driving simulator evaluation of potential speed reductions using two innovative designs for signalised urban intersections",2017,"Accident Analysis and Prevention","98",,,"25","36",,,10.1016/j.aap.2016.09.022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988696696&partnerID=40&md5=4f3e3875c71c93d4df4e1b49100e24fb","Monash University Accident Research Centre, Monash University, Clayton, Victoria, Australia; Centre for Human Factors and Sociotechnical Systems, University of the Sunshine Coast, Sippy DownsQLD, Australia; Corben Consulting, Australia","Stephens, A.N., Monash University Accident Research Centre, Monash University, Clayton, Victoria, Australia; Beanland, V., Monash University Accident Research Centre, Monash University, Clayton, Victoria, Australia, Centre for Human Factors and Sociotechnical Systems, University of the Sunshine Coast, Sippy DownsQLD, Australia; Candappa, N., Monash University Accident Research Centre, Monash University, Clayton, Victoria, Australia; Mitsopoulos-Rubens, E., Monash University Accident Research Centre, Monash University, Clayton, Victoria, Australia; Corben, B., Corben Consulting, Australia; Lenné, M.G., Monash University Accident Research Centre, Monash University, Clayton, Victoria, Australia","Stephens, A.N.21 Alliance Way, Australia; email: amanda.stephens@monash.edu",Article,Scopus
"Xu J., Yu Y., Zhang J., Meng Q., Zhong H.","Heterogeneous condensation of water vapor on particles at high concentration",2017,"Powder Technology","305",,,"71","77",,,10.1016/j.powtec.2016.09.078,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989195526&partnerID=40&md5=8fae4264b61e8440d455c9cdc79709a9","Key Laboratory of Energy Thermal Conversion and Control of Ministry of Education, Southeast University, NanjingJiangsu Province, China","Xu, J., Key Laboratory of Energy Thermal Conversion and Control of Ministry of Education, Southeast University, NanjingJiangsu Province, China; Yu, Y., Key Laboratory of Energy Thermal Conversion and Control of Ministry of Education, Southeast University, NanjingJiangsu Province, China; Zhang, J., Key Laboratory of Energy Thermal Conversion and Control of Ministry of Education, Southeast University, NanjingJiangsu Province, China; Meng, Q., Key Laboratory of Energy Thermal Conversion and Control of Ministry of Education, Southeast University, NanjingJiangsu Province, China; Zhong, H., Key Laboratory of Energy Thermal Conversion and Control of Ministry of Education, Southeast University, NanjingJiangsu Province, China","Zhang, J.; School of Energy and Environment, Southeast University, Sipailou 2, Xuanwu district, China; email: junzhang@seu.edu.cn",Article,Scopus
"Krishnan S.","Personality and espoused cultural differences in technostress creators",2017,"Computers in Human Behavior","66",,,"154","167",,,10.1016/j.chb.2016.09.039,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989157838&partnerID=40&md5=7d44d0bfb1c01090bbc9cf67aaee2f69","Information Technology and Systems Area, Indian Institute of Management Kozhikode, IIMK Campus (P.O.), Kunnamangalam, Kozhikode, Kerala, India","Krishnan, S., Information Technology and Systems Area, Indian Institute of Management Kozhikode, IIMK Campus (P.O.), Kunnamangalam, Kozhikode, Kerala, India",,Article,Scopus
"McCumber A., Strevett K.A.","A geospatial analysis of soil lead concentrations around regional Oklahoma airports",2017,"Chemosphere","167",,,"62","70",,,10.1016/j.chemosphere.2016.09.127,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989315925&partnerID=40&md5=cfd190c1e14e5749ecc592398c54ae9c","Duke University, Department of Civil and Environmental Engineering, 121 Hudson Hall, Durham, NC, United States; University of Oklahoma, School of Civil Engineering and Environmental Science, 202 West Boyd, Norman, OK, United States","McCumber, A., Duke University, Department of Civil and Environmental Engineering, 121 Hudson Hall, Durham, NC, United States; Strevett, K.A., University of Oklahoma, School of Civil Engineering and Environmental Science, 202 West Boyd, Norman, OK, United States","Strevett, K.A.; University of Oklahoma, School of Civil Engineering and Environmental Science, 202 West Boyd, United States; email: strevett@ou.edu",Article,Scopus
"Savage R.J., King V.L., Clark C.B., Cropsey K.L.","Factors associated with early marijuana initiation in a criminal justice population",2017,"Addictive Behaviors","64",,,"82","88",,,10.1016/j.addbeh.2016.08.005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983509328&partnerID=40&md5=2a81af4d962232ec1c68e03f59d8a943","Department of Pediatrics, Division of General Pediatrics and Adolescent Medicine, University of Alabama at Birmingham, 1600 5th Ave. S. 310 Children's Park Place I, Birmingham, AL, United States; Department of Psychology, University of Alabama at Birmingham, Hall 415 1530 3rd Avenue South Birmingham, Campbell, AL, United States; Department of Psychiatry, University of Alabama at Birmingham, Center 1720 7th Avenue South Birmingham, Sparks, AL, United States; Department of Psychology, Wichita State University, 1845 Fairmount Box 34, Wichita, KS, United States","Savage, R.J., Department of Pediatrics, Division of General Pediatrics and Adolescent Medicine, University of Alabama at Birmingham, 1600 5th Ave. S. 310 Children's Park Place I, Birmingham, AL, United States; King, V.L., Department of Psychology, University of Alabama at Birmingham, Hall 415 1530 3rd Avenue South Birmingham, Campbell, AL, United States; Clark, C.B., Department of Psychiatry, University of Alabama at Birmingham, Center 1720 7th Avenue South Birmingham, Sparks, AL, United States, Department of Psychology, Wichita State University, 1845 Fairmount Box 34, Wichita, KS, United States; Cropsey, K.L., Department of Psychiatry, University of Alabama at Birmingham, Center 1720 7th Avenue South Birmingham, Sparks, AL, United States","Savage, R.J.; University of Alabama at Birmingham, Department of Family and Community Medicine, Student Health and Wellness, Suite 300 Learning Resources Center, 1714 9th Ave. S. Birmingham, United States; email: bekajoy84@gmail.com",Article,Scopus
"Tu H.-M., Chen H.-M.","Slopeland hazard and respiratory health: The example of Typhoon Morakot in Taiwan",2017,"Landscape and Urban Planning","157",,,"375","382",,,10.1016/j.landurbplan.2016.08.008,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988039589&partnerID=40&md5=8eb4cf216789ff4a2c121028ab748a04","Department of Horticulture and Landscape Architecture, National Taiwan UniversityTaipei, Taiwan","Tu, H.-M., Department of Horticulture and Landscape Architecture, National Taiwan UniversityTaipei, Taiwan; Chen, H.-M., Department of Horticulture and Landscape Architecture, National Taiwan UniversityTaipei, Taiwan","Chen, H.-M.; Department of Horticulture and Landscape Architecture, National Taiwan UniversityTaiwan; email: huimeichen@ntu.edu.tw",Article,Scopus
"Rodrigo M.M., Esteso M.A., Barros M.F., Verissimo L.M.P., Romero C.M., Suarez A.F., Ramos M.L., Valente A.J.M., Burrows H.D., Ribeiro A.C.F.","The structure and diffusion behaviour of the neurotransmitter γ-aminobutyric acid (GABA) in neutral aqueous solutions",2017,"Journal of Chemical Thermodynamics","104",,,"110","117",,,10.1016/j.jct.2016.09.014,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988666416&partnerID=40&md5=7a96a3519db77eff7dbef90a9d4992e2","U.D. Química Física, Universidad de Alcalá, 28871 Alcalá de Henares, Madrid, Spain; Department of Chemistry, University of Coimbra, Coimbra, Portugal; Departamento de Química, Facultad de Ciencias, Universidad Nacional de Colombia, Bogota, Colombia; Departamento de Ingenieria, Universidad de Bogota Jorge Tadeo Lozano, Bogota, Colombia","Rodrigo, M.M., U.D. Química Física, Universidad de Alcalá, 28871 Alcalá de Henares, Madrid, Spain; Esteso, M.A., U.D. Química Física, Universidad de Alcalá, 28871 Alcalá de Henares, Madrid, Spain; Barros, M.F., Department of Chemistry, University of Coimbra, Coimbra, Portugal; Verissimo, L.M.P., Department of Chemistry, University of Coimbra, Coimbra, Portugal; Romero, C.M., Departamento de Química, Facultad de Ciencias, Universidad Nacional de Colombia, Bogota, Colombia; Suarez, A.F., Departamento de Ingenieria, Universidad de Bogota Jorge Tadeo Lozano, Bogota, Colombia; Ramos, M.L., Department of Chemistry, University of Coimbra, Coimbra, Portugal; Valente, A.J.M., Department of Chemistry, University of Coimbra, Coimbra, Portugal; Burrows, H.D., Department of Chemistry, University of Coimbra, Coimbra, Portugal; Ribeiro, A.C.F., Department of Chemistry, University of Coimbra, Coimbra, Portugal","Esteso, M.A.; U.D. Química Física, Universidad de Alcalá, 28871 Alcalá de Henares, Spain; email: miguel.esteso@uah.es",Article,Scopus
"Zhang Z., Zhang Y., Li F., Zhao M., Zhang L., Yan S.","Discriminative sparse flexible manifold embedding with novel graph for robust visual representation and label propagation",2017,"Pattern Recognition","61",,,"492","510",,,10.1016/j.patcog.2016.07.042,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988464695&partnerID=40&md5=b64713a425dcf85af406525d6526fcdc","School of Computer Science and Technology & Joint International Research Laboratory of Machine Learning and Neuromorphic Computing, Soochow University, Suzhou, China; Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing, China; Department of Electronic Engineering, City University of Hong Kong, Tat Chee Avenue, Kowloon, Hong Kong; Department of Electrical and Computer Engineering, National University of Singapore, Singapore","Zhang, Z., School of Computer Science and Technology & Joint International Research Laboratory of Machine Learning and Neuromorphic Computing, Soochow University, Suzhou, China, Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing, China; Zhang, Y., School of Computer Science and Technology & Joint International Research Laboratory of Machine Learning and Neuromorphic Computing, Soochow University, Suzhou, China, Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing, China; Li, F., School of Computer Science and Technology & Joint International Research Laboratory of Machine Learning and Neuromorphic Computing, Soochow University, Suzhou, China, Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing, China; Zhao, M., Department of Electronic Engineering, City University of Hong Kong, Tat Chee Avenue, Kowloon, Hong Kong; Zhang, L., School of Computer Science and Technology & Joint International Research Laboratory of Machine Learning and Neuromorphic Computing, Soochow University, Suzhou, China, Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing, China; Yan, S., Department of Electrical and Computer Engineering, National University of Singapore, Singapore","Zhang, Z.; Collaborative Innovation Center of Novel Software Technology and IndustrializationChina; email: cszzhang@gmail.com",Article,Scopus
"Pàmies-Vilà R., Pätkau O., Dòria-Cerezo A., Font-Llagunes J.M.","Influence of the controller design on the accuracy of a forward dynamic simulation of human gait",2017,"Mechanism and Machine Theory","107",,,"123","138",,,10.1016/j.mechmachtheory.2016.09.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988980768&partnerID=40&md5=a8fa579171cd0cd9ca8c277cb42580c6","Department of Mechanical Engineering and Biomedical Engineering Research Centre, Universitat Politècnica de Catalunya, Diagonal 647, Barcelona, Catalonia, Spain; Institute for Mechatronic Systems in Mech. Eng., Technische Universität Darmstadt, Otto-Berndt-Straße 2, Darmstadt, Germany; Institute of Industrial and Control Eng., Universitat Politècnica de Catalunya, Diagonal 647, Barcelona, Catalonia, Spain","Pàmies-Vilà, R., Department of Mechanical Engineering and Biomedical Engineering Research Centre, Universitat Politècnica de Catalunya, Diagonal 647, Barcelona, Catalonia, Spain; Pätkau, O., Institute for Mechatronic Systems in Mech. Eng., Technische Universität Darmstadt, Otto-Berndt-Straße 2, Darmstadt, Germany; Dòria-Cerezo, A., Institute of Industrial and Control Eng., Universitat Politècnica de Catalunya, Diagonal 647, Barcelona, Catalonia, Spain; Font-Llagunes, J.M., Department of Mechanical Engineering and Biomedical Engineering Research Centre, Universitat Politècnica de Catalunya, Diagonal 647, Barcelona, Catalonia, Spain","Pàmies-Vilà, R.; Department of Mechanical Engineering and Biomedical Engineering Research Centre, Universitat Politècnica de Catalunya, Diagonal 647, Spain",Article,Scopus
"Bennamane A., Boutkedjirt T.","Theoretical and experimental study of the ultrasonic attenuation in bovine cancellous bone",2017,"Applied Acoustics","115",,,"50","60",,,10.1016/j.apacoust.2016.08.011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983044342&partnerID=40&md5=9f7fd9c2465570d11c1099df34b8aad2","Université des Sciences et de la Technologie Houari Boumediene, U.S.T.H.B., Faculté de Physique, Laboratoire de Physique des Matériaux, PB 32, El Alia, Algiers, Algeria","Bennamane, A., Université des Sciences et de la Technologie Houari Boumediene, U.S.T.H.B., Faculté de Physique, Laboratoire de Physique des Matériaux, PB 32, El Alia, Algiers, Algeria; Boutkedjirt, T., Université des Sciences et de la Technologie Houari Boumediene, U.S.T.H.B., Faculté de Physique, Laboratoire de Physique des Matériaux, PB 32, El Alia, Algiers, Algeria","Bennamane, A.; Université des Sciences et de la Technologie Houari Boumediene, U.S.T.H.B., Faculté de Physique, Laboratoire de Physique des Matériaux, PB 32, El Alia, Algeria; email: benamane@yahoo.fr",Article,Scopus
"Toquero M., Morocoima A., Ferrer E.","Seroprevalence and risk factors of cysticercosis in two rural communities from northern of Anzoátegui state, Venezuela [Seroprevalencia y factores de riesgo de cisticercosis en dos comunidades rurales del norte del estado Anzoátegui, Venezuela]",2017,"Biomedica","37","2",,"1","25",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985914515&partnerID=40&md5=28c90fdb1ecd0461443c0c18f19064e7","Centro de Medicina Tropical de Oriente, Escuela de Ciencias de la Salud, Universidad de Oriente, Núcleo de Anzoátegui, Barcelona, Venezuela; Instituto de Investigaciones Biomédicas Dr. Francisco J. Triana Alonso, Universidad de Carabobo Sede Aragua, Maracay, Venezuela; Departamento de Parasitología, Facultad de Ciencias de la Salud, Universidad de Carabobo Sede Aragua, Maracay, Venezuela","Toquero, M., Centro de Medicina Tropical de Oriente, Escuela de Ciencias de la Salud, Universidad de Oriente, Núcleo de Anzoátegui, Barcelona, Venezuela; Morocoima, A., Centro de Medicina Tropical de Oriente, Escuela de Ciencias de la Salud, Universidad de Oriente, Núcleo de Anzoátegui, Barcelona, Venezuela; Ferrer, E., Instituto de Investigaciones Biomédicas Dr. Francisco J. Triana Alonso, Universidad de Carabobo Sede Aragua, Maracay, Venezuela, Departamento de Parasitología, Facultad de Ciencias de la Salud, Universidad de Carabobo Sede Aragua, Maracay, Venezuela","Ferrer, E.; Instituto de Investigaciones Biomédicas Dr. Francisco J. Triana Alonso (BIOMED), Facultad de Ciencias de la Salud, Universidad de Carabobo, Sede Aragua, final de calle Cecilio Acosta, Urb. La Rinconada, Venezuela; email: elizabeth.ferrer@gmail.com",Article,Scopus
"Mahiques E.I., Dederichs S., Beck C., Kaufmann P., Kok J.B.W.","Coupling multicomponent droplet evaporation and tabulated chemistry combustion models for large-eddy simulations",2017,"International Journal of Heat and Mass Transfer","104",,,"51","70",,,10.1016/j.ijheatmasstransfer.2016.07.099,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982315620&partnerID=40&md5=9d97413603495cf69165a1f7c211afd1","Siemens AG, Mellinghofer Straße 55, Mülheim an der Ruhr, Germany; University of Twente, Engineering Technology, Enschede, Netherlands","Mahiques, E.I., Siemens AG, Mellinghofer Straße 55, Mülheim an der Ruhr, Germany; Dederichs, S., Siemens AG, Mellinghofer Straße 55, Mülheim an der Ruhr, Germany; Beck, C., Siemens AG, Mellinghofer Straße 55, Mülheim an der Ruhr, Germany; Kaufmann, P., Siemens AG, Mellinghofer Straße 55, Mülheim an der Ruhr, Germany; Kok, J.B.W., University of Twente, Engineering Technology, Enschede, Netherlands","Mahiques, E.I.; Siemens AG, Mellinghofer Straße 55, Germany; email: enric.illanamahiques.ext@siemens.com",Article,Scopus
"Pierron F., Seghir R.","Ultrasonic test for high rate material property imaging",2017,"Conference Proceedings of the Society for Experimental Mechanics Series","3",,,"173","176",,,10.1007/978-3-319-41600-7_21,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988735537&partnerID=40&md5=39f329748d168671d979fe5b618c2d45","Engineering Materials Group, Faculty of Engineering and the Environment, University of Southampton, Southampton, United Kingdom; University of Southampton, Southampton, United Kingdom","Pierron, F., Engineering Materials Group, Faculty of Engineering and the Environment, University of Southampton, Southampton, United Kingdom; Seghir, R., University of Southampton, Southampton, United Kingdom","Pierron, F.; Engineering Materials Group, Faculty of Engineering and the Environment, University of SouthamptonUnited Kingdom; email: f.pierron@soton.ac.uk",Conference Paper,Scopus
